"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106"
"3.9","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.4","4.4","32","27",NA,"23",NA,"Calculus for Business/Econ (201730: Spring 2017)","Bai, Rekha","03","Calculus for Business/Econ","30583","MATH","46","30","0","Mathematics","1231","4.1","4.0","4.5","4.6","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.2","3.6","4.1","4.2","4.4","4.3","4.0","3.8","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.4","3.8","3.8","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.4","4.6","4.7","4.6","4.5","4.4","4.5","4.4","4.5","4.5","4.5"
"4.5","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.4","4.4",NA,"28","31","24",NA,"Calculus for Business/Econ (201730: Spring 2017)","Bai, Rekha","04","Calculus for Business/Econ","30582","MATH","29","13","0","Mathematics","1231","3.7","3.7","4.3","4.3","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.0","3.4","3.6","3.9","3.9","3.8","3.4","3.5","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.9","3.5","3.5","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.2","4.3","4.4","4.5","4.5","4.2","4.6","4.0","4.6","4.2","4.3"
"4.5","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.4","4.4","23","46",NA,"23",NA,"Calculus for Business/Econ (201730: Spring 2017)","Jang, Bogume","05","Calculus for Business/Econ","30581","MATH","29","19","0","Mathematics","1231","4.6","4.6","4.8","4.8","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.8","3.9","4.6","4.6","4.8","4.8","4.8","4.5","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.7","4.4","4.4","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.8","4.9","4.9","4.9","4.9","4.7","4.7","4.8","4.9","4.9","4.9"
"5.0","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.4","4.4","21",NA,"42","21",NA,"Calculus for Business/Econ (201730: Spring 2017)","Jesudason, Rajini","06","Calculus for Business/Econ","30901","MATH","21","10","1","Mathematics","1231","3.9","3.9","4.3","4.0","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.1","3.2","3.7","4.4","4.0","4.0","3.9","3.6","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","4.3","4.0","3.8","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.8","4.4","4.4","4.0","3.8","4.4","4.7","3.9","4.7","4.0","4.8"
"4.4","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.4","4.4","44","33","22",NA,NA,"Calculus for Business/Econ (201730: Spring 2017)","Jesudason, Rajini","08","Calculus for Business/Econ","38345","MATH","28","11","1","Mathematics","1231","3.7","3.9","4.3","4.0","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.2","2.8","3.8","4.0","3.8","3.7","3.3","4.0","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.1","3.8","3.6","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.7","4.3","4.8","4.4","4.3","4.0","4.6","4.3","4.4","4.1","4.5"
"4.7","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.4","4.4","30","40",NA,"20",NA,"Calculus for Business/Econ (201730: Spring 2017)","Jang, Bogume","09","Calculus for Business/Econ","30219","MATH","49","25","0","Mathematics","1231","4.1","4.2","4.7","4.7","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.5","3.2","4.4","4.3","4.5","4.4","4.1","3.8","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.4","4.0","4.3","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.5","4.6","4.8","4.9","4.9","4.6","4.8","4.8","4.9","4.6","4.6"
"4.8","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.4","4.4",NA,"32","36","28",NA,"Calculus for Business/Econ (201730: Spring 2017)","Hodges, Reuven","10","Calculus for Business/Econ","30113","MATH","27","17","0","Mathematics","1231","4.1","4.2","4.6","4.6","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.3","3.4","4.1","3.8","4.6","4.2","4.3","3.8","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.5","4.1","4.1","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.6","4.5","4.5","4.5","4.7","4.7","4.6","4.6","4.5","4.6","4.5","4.7"
"4.5","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.4","4.4","29",NA,"35","6","24","Calculus for Business/Econ (201730: Spring 2017)","Veetel, Bindu","11","Calculus for Business/Econ","38344","MATH","14","2","0","Mathematics","1231","4.0","3.9","4.1","4.5","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.0","3.5","4.0","4.0","4.5","4.5","3.5","4.0","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.0","3.5","3.5","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.0","4.5","4.0","4.5","4.5","4.5","3.5","4.0","4.0","4.0","3.5","4.0"
"4.0","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.4","4.4",NA,"50",NA,NA,"50","Calculus 1 (201730: Spring 2017)","Schwarz Jr, Martin","03","Calculus 1","30579","MATH","8","7","0","Mathematics","1241","3.3","3.2","2.9","3.0","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.7","3.0","3.5","3.0","2.7","3.3","3.3","4.2","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.4","3.3","3.0","3.1","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","2.4","2.7","2.9","3.4","4.0","3.4","2.6","2.9","2.3","2.4","3.1","2.6"
"3.0","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.0","4.4","4.4",NA,NA,NA,"57","29","Calculus 1 (201730: Spring 2017)","Wu, Shu-Shih","04","Calculus 1","30578","MATH","30","22","0","Mathematics","1241","4.1","3.9","4.3","4.6","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.0","3.9","4.2","4.0","4.6","4.3","3.5","4.2","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.2","3.3","3.5","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.1","4.5","4.5","4.8","4.6","4.1","4.3","4.2","4.4","4.2","4.3"
"4.4","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.4","4.4","41",NA,"27","5","23","Calculus 1 (201730: Spring 2017)","Schwarz Jr, Martin","05","Calculus 1","30577","MATH","10","6","0","Mathematics","1241","3.7","3.4","3.0","2.8","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.0","3.5","4.0","3.8","3.3","3.8","3.5","4.3","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.3","3.5","3.3","3.4","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","3.2","2.5","2.8","3.0","4.2","3.3","3.0","3.5","2.0","2.7","2.3","2.6"
"3.7","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","2.8","4.4","4.4","17","33","33",NA,"17","Calculus 1 (201730: Spring 2017)","Wu, Shu-Shih","07","Calculus 1","30576","MATH","12","5","0","Mathematics","1241","4.1","3.6","4.3","4.6","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.8","4.0","4.5","4.5","4.6","4.0","2.5","4.2","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.0","2.5","2.5","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.2","4.2","4.4","4.8","5.0","4.6","3.8","4.2","4.0","4.4","3.8","4.0"
"4.2","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.4","4.4","40","20","40",NA,NA,"Calculus 1 (201730: Spring 2017)","Wu, Shu-Shih","08","Calculus 1","30575","MATH","30","24","0","Mathematics","1241","3.8","3.9","4.1","4.3","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.8","3.3","3.9","3.7","4.2","3.9","3.6","4.0","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","3.9","3.7","3.8","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.0","4.0","4.1","4.4","4.4","4.4","3.6","3.8","3.8","4.3","4.0","3.9"
"4.2","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.4","4.4","25",NA,"33","21","17","Calculus 2 (201730: Spring 2017)","Wu, Shu-Shih","01","Calculus 2","30574","MATH","14","7","0","Mathematics","1242","4.6","4.7","4.9","4.9","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.7","4.4","4.7","4.7","5.0","4.9","4.2","4.6","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.9","4.9","4.5","4.7","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.7","4.9","4.9","5.0","5.0","4.9","4.9","4.9","5.0","4.9","4.8"
"4.7","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.4","4.4",NA,"71","14","14",NA,"Calculus  Diff Eq - Biology 1 (201730: Spring 2017)","Lang, David","01","Calculus  Diff Eq - Biology 1","30573","MATH","10","7","0","Mathematics","1251","4.5","4.8","4.8","5.0","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.3","3.9","4.6","4.6","4.9","4.7","4.5","4.6","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.9","4.7","4.7","4.8","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","5.0","4.7","4.6","4.9","5.0","5.0","4.4","4.9","5.0","4.9","4.7","4.9"
"5.0","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.4","4.4","14","57","14","14",NA,"Calculus  Diff Eq - Biology 1 (201730: Spring 2017)","Seal, Gouri","02","Calculus  Diff Eq - Biology 1","30342","MATH","19","9","1","Mathematics","1251","4.2","4.1","4.1","4.3","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.4","3.4","4.1","4.0","4.5","4.3","4.0","4.4","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","3.7","4.0","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.1","4.4","4.4","4.4","3.9","3.8","4.1","3.8","4.1","4.1","4.3"
"4.1","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.4","4.4","13","38",NA,"38","13","Calculus  Diff Eq - Biology 1 (201730: Spring 2017)","Jang, Bogume","03","Calculus  Diff Eq - Biology 1","33250","MATH","41","23","0","Mathematics","1251","4.2","3.7","4.3","4.6","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.9","2.8","4.5","4.4","4.6","4.2","4.1","4.3","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.8","3.3","3.5","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.2","4.3","4.3","4.6","4.6","4.6","4.1","4.2","4.4","4.6","4.1","4.3"
"4.3","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.4","4.4","39",NA,"43","4","9","Calculus  Diff Eq - Biology 1 (201730: Spring 2017)","Cecchini, Simone","04","Calculus  Diff Eq - Biology 1","33556","MATH","17","9","0","Mathematics","1251","3.7","3.6","3.9","3.4","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.1","3.0","4.3","4.0","3.6","3.4","3.4","4.2","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.8","3.3","3.2","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","3.7","3.0","3.7","4.0","4.2","4.0","3.9","4.2","2.9","4.6","4.3","4.6"
"4.1","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.4","4.4","4.4","22","33",NA,"11","22","Calculus  Diff Eq - Biology 2 (201730: Spring 2017)","Blank, Samuel","04","Calculus  Diff Eq - Biology 2","30891","MATH","10","6","0","Mathematics","1252","3.6","3.4","3.4","3.0","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.5","2.3","4.0","3.7","3.5","3.7","3.5","4.3","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.3","3.0","3.0","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","3.5","3.0","4.0","4.0","4.0","3.3","2.7","3.7","2.7","3.8","3.7","2.3"
"3.8","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.0","4.4","4.4",NA,"83","17",NA,NA,"Calculus  Diff Eq - Biology 2 (201730: Spring 2017)","Blank, Samuel","08","Calculus  Diff Eq - Biology 2","33408","MATH","27","16","1","Mathematics","1252","4.1","4.0","4.1","4.1","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.9","3.9","4.5","4.3","4.1","4.0","3.9","4.4","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","3.9","3.3","3.5","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.7","4.1","4.3","4.5","4.3","3.8","4.3","3.7","4.2","4.0","3.8"
"4.6","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.4","4.4","20","67","13",NA,NA,"Math Fundamentals for Games (201730: Spring 2017)","Wilson, Elizabeth","01","Math Fundamentals for Games","33379","MATH","32","15","1","Mathematics","1260","3.7","3.6","3.8","3.6","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.6","3.2","4.2","4.0","3.4","3.3","3.2","4.1","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","3.5","3.6","3.8","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.4","4.0","4.2","4.4","3.6","3.5","4.0","2.9","4.3","3.5","3.7"
"3.9","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.4","4.4","36",NA,"29","7","21","Intensive Calc for Engineers (201730: Spring 2017)","Wu, Shu-Shih","01","Intensive Calc for Engineers","30562","MATH","9","7","0","Mathematics","1340","4.4","4.4","4.5","4.1","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.8","3.9","4.5","4.6","4.7","4.6","4.3","4.4","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.6","4.3","4.3","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.0","4.6","4.7","4.7","5.0","4.6","4.7","4.1","4.4","4.0","4.7"
"4.4","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.4","4.4",NA,"57",NA,"29",NA,"Calculus 1 for Sci/Engr (201730: Spring 2017)","Clark, Sean","01","Calculus 1 for Sci/Engr","30561","MATH","29","14","0","Mathematics","1341","3.7","3.7","3.8","3.7","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.1","3.4","3.5","3.8","3.6","3.7","3.2","4.1","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.9","3.2","3.4","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","3.7","3.4","3.8","4.1","4.2","4.1","3.6","3.9","3.1","3.9","3.4","3.9"
"4.3","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.4","4.4","29","36","14","21",NA,"Calculus 1 for Sci/Engr (201730: Spring 2017)","Rainho, Marco","02","Calculus 1 for Sci/Engr","30560","MATH","50","25","1","Mathematics","1341","4.2","4.3","4.5","4.4","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.3","3.9","4.2","4.1","4.3","4.4","4.1","4.2","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.5","4.1","4.0","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.5","4.5","4.6","4.7","4.5","4.2","4.6","4.4","4.7","4.5","4.7"
"4.5","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.4","4.4","38",NA,"42","4","13","Calculus 1 for Sci/Engr (201730: Spring 2017)","Hudon, James","03","Calculus 1 for Sci/Engr","37879","MATH","28","14","1","Mathematics","1341","4.3","4.1","4.3","4.5","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.2","4.4","4.0","4.3","4.5","4.5","4.2","4.2","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.2","4.0","4.2","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.2","4.3","4.5","4.5","4.5","4.2","4.2","4.2","4.5","4.2","4.3"
"4.4","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.4","4.4","23","38",NA,"8","23","Calculus 2 for Sci/Engr (201730: Spring 2017)","Sadaka, Hanai","01","Calculus 2 for Sci/Engr","30240","MATH","30","20","0","Mathematics","1342","4.3","4.4","4.5","4.8","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.0","3.9","4.5","4.4","4.5","4.3","4.4","4.3","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.1","4.3","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.4","4.5","4.5","4.8","4.5","4.2","4.5","4.4","4.5","4.5","4.5"
"4.8","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.4","4.4","10","45","45",NA,NA,"Calculus 2 for Sci/Engr (201730: Spring 2017)","Seo, Sumi","02","Calculus 2 for Sci/Engr","30239","MATH","49","32","0","Mathematics","1342","4.2","4.3","4.5","4.7","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.2","3.7","4.5","4.0","4.6","4.3","3.8","4.4","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.3","3.9","4.3","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.3","4.6","4.6","4.6","4.7","4.4","4.5","4.6","4.7","4.5","4.5"
"4.7","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.4","4.4","31",NA,"47","19",NA,"Calculus 2 for Sci/Engr (201730: Spring 2017)","Karapetian, Edgar","03","Calculus 2 for Sci/Engr","35008","MATH","33","19","0","Mathematics","1342","4.2","4.1","4.4","4.2","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.2","3.7","3.9","4.1","4.3","4.3","4.2","4.8","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.3","3.9","3.8","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.0","4.3","4.3","4.6","4.7","4.4","4.2","4.0","4.4","4.4","4.5"
"4.6","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.4","4.4","5","21","42","21","11","Calculus 2 for Sci/Engr (201730: Spring 2017)","Rainho, Marco","04","Calculus 2 for Sci/Engr","30186","MATH","50","37","0","Mathematics","1342","4.2","4.3","4.6","4.7","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","4.3","4.0","4.3","4.2","4.6","4.1","3.9","4.3","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","3.8","4.0","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.6","4.6","4.8","4.8","4.8","4.4","4.6","4.7","4.7","4.5","4.5"
"4.6","4.4","4.2","4.4","4.5","4.6","4.4","4.2","4.4","4.2","4.5","4.2","4.4","4.5","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.4","4.4","46",NA,"24","5","22","Calculus 2 for Sci/Engr (201730: Spring 2017)","Lippner, Gabor","05","Calculus 2 for Sci/Engr","35225","MATH","10","5","0","Mathematics","1342","3.6","3.8","3.8","3.2","4.1","4.1","4.4","4.4","4.1","4.2","4.4","4.4","3.8","3.4","3.8","3.8","3.4","3.0","2.8","4.6","4.1","3.8","4.3","4.2","4.3","4.1","3.9","4.2","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","3.3","3.3","4.3","4.3","3.7","3.9","4.2","4.3","4.0","4.1","3.8","3.0","3.8","4.0","4.4","3.8","3.4","3.4","2.6","4.4","4.0","4.2"
