"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Managerial Accounting (201730: Spring 2017)","Dinan, Edward","01","Managerial Accounting","30692","ACCT","40","28","1","Accounting","2301","4.4","4.4","4.6","4.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.3","4.0","4.5","4.4","4.6","4.6","4.2","4.6","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.5","4.2","4.4","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.8","4.5","4.6","4.6","4.6","4.6","4.7","4.6","4.8","4.7","4.7","4.5","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4","30","37",NA,"15","11","Managerial Accounting (201730: Spring 2017)","Dinan, Edward","02","Managerial Accounting","30691","ACCT","40","30","1","Accounting","2301","4.2","4.2","4.6","4.6","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.9","3.6","4.5","4.3","4.5","4.7","3.8","4.2","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.5","3.8","4.0","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.6","4.5","4.7","4.7","4.7","4.6","4.5","4.7","4.7","4.7","4.6","4.4","4.8","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.5","4.4","31",NA,"41","21",NA,"Managerial Accounting (201730: Spring 2017)","Regan, James","03","Managerial Accounting","30690","ACCT","21","12","0","Accounting","2301","4.0","3.9","3.9","4.3","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.8","4.3","4.2","4.3","3.9","3.8","3.8","4.2","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.2","3.6","3.7","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.2","3.9","4.3","4.3","4.4","4.1","3.3","3.6","3.6","4.3","3.6","3.5","3.9","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.5","4.4","8","42","33","17",NA,"Managerial Accounting (201730: Spring 2017)","Liu, Xiaotao","04","Managerial Accounting","30689","ACCT","39","29","0","Accounting","2301","4.5","4.5","4.6","4.6","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.5","3.9","4.7","4.5","4.7","4.7","4.6","4.5","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.4","4.5","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.7","4.6","4.6","4.7","4.8","4.8","4.5","4.6","4.6","4.7","4.6","4.7","4.6","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.5","4.4","31",NA,"38","7","17","Managerial Accounting (201730: Spring 2017)","Zullo, Ronald","05","Managerial Accounting","30688","ACCT","15","15","0","Accounting","2301","4.1","4.3","4.4","4.8","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.7","3.8","3.9","4.4","4.5","4.5","3.9","4.1","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","3.7","4.3","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.3","4.5","4.5","4.5","4.7","4.6","4.0","4.2","4.1","4.5","4.4","4.2","4.5","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.5","4.4","7","47","40","7",NA,"Managerial Accounting (201730: Spring 2017)","White, James","06","Managerial Accounting","30503","ACCT","39","20","1","Accounting","2301","3.8","3.6","3.6","3.2","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.3","4.0","4.2","3.8","3.5","3.4","3.7","4.3","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.6","3.5","3.7","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","3.8","3.5","3.7","3.7","3.6","3.4","3.0","3.6","3.3","4.2","3.6","3.2","3.5","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","3.2","4.5","4.4","26",NA,"32","26",NA,"Managerial Accounting (201730: Spring 2017)","Liu, Xiaotao","07","Managerial Accounting","31574","ACCT","38","36","2","Accounting","2301","4.4","4.6","4.6","4.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.3","3.8","4.6","4.5","4.7","4.7","4.4","4.4","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.6","4.4","4.5","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.6","4.6","4.6","4.7","4.7","4.7","4.5","4.5","4.5","4.7","4.5","4.5","4.5","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4","35","35",NA,"9","15","Managerial Accounting (201730: Spring 2017)","Zullo, Ronald","08","Managerial Accounting","32875","ACCT","38","37","0","Accounting","2301","4.2","4.0","4.6","4.6","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.2","4.0","4.1","4.6","4.4","4.5","3.9","4.1","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.5","4.0","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.7","4.6","4.5","4.7","4.7","4.5","4.2","4.3","4.4","4.8","4.5","4.6","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4","11","46","30","14",NA,"Managerial Accounting (201730: Spring 2017)","White, James","09","Managerial Accounting","34506","ACCT","40","24","0","Accounting","2301","3.5","3.3","3.7","3.8","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.2","3.5","4.1","3.7","3.0","3.2","3.6","4.0","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.5","3.5","3.0","3.3","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.0","3.7","3.8","3.8","3.7","3.7","3.3","3.8","3.6","4.0","3.5","3.4","3.9","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.5","4.4","33","21","25","21",NA,"Managerial Accounting (201730: Spring 2017)","Regan, James","10","Managerial Accounting","35738","ACCT","23","13","0","Accounting","2301","4.4","4.1","4.2","4.3","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.9","4.3","4.5","4.5","4.5","4.5","4.2","4.5","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.1","3.8","4.2","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.5","4.5","4.2","4.2","4.5","4.5","3.9","3.8","4.0","4.4","4.3","3.7","4.1","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.5","4.4",NA,"46",NA,"8","38","Managerial Accounting (201730: Spring 2017)","Regan, James","11","Managerial Accounting","37936","ACCT","34","23","0","Accounting","2301","3.7","3.6","3.4","3.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.8","4.2","3.5","3.6","3.2","3.6","3.5","3.8","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","3.8","3.0","3.6","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","3.6","3.4","3.7","4.2","4.1","3.4","2.5","2.8","2.7","3.9","3.2","3.1","3.5","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.5","4.4","9",NA,"61","17","9","Bus Law  Professional Ethics (201730: Spring 2017)","Gagnon, Timothy","01","Bus Law  Professional Ethics","31575","ACCT","36","17","2","Accounting","3304","4.1","3.9","4.4","4.2","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.2","4.2","4.1","3.6","3.9","4.1","3.8","4.4","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","3.5","4.0","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.3","4.3","4.3","4.4","4.4","4.4","4.2","4.5","3.9","4.7","4.4","4.2","4.5","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.5","4.4","7","20","40","27","7","Financl Reporting  Analysis 1 (201730: Spring 2017)","Zhang, Yue","01","Financl Reporting  Analysis 1","30687","ACCT","36","30","0","Accounting","3401","4.5","4.7","4.8","4.8","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.5","4.1","4.8","4.5","4.8","4.5","4.5","4.7","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.6","4.6","4.7","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.8","4.8","4.7","4.8","4.8","4.8","4.7","4.8","4.8","4.8","4.8","4.7","4.9","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.5","4.4","3","33","43","17","3","Financl Reporting  Analysis 1 (201730: Spring 2017)","Zhang, Yue","02","Financl Reporting  Analysis 1","30215","ACCT","25","12","0","Accounting","3401","4.3","4.5","4.5","4.6","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.2","3.6","4.8","4.2","4.3","4.3","4.5","4.5","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.6","4.4","4.6","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.6","4.5","4.4","4.6","4.8","4.5","4.3","4.4","4.5","4.8","4.5","4.5","4.6","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.5","4.4",NA,"8","58","25","8","Financl Reporting  Analysis 1 (201730: Spring 2017)","Ruff, Michael","03","Financl Reporting  Analysis 1","33913","ACCT","16","15","0","Accounting","3401","4.2","4.3","4.5","4.5","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.3","4.6","4.5","4.5","3.8","3.9","3.6","4.3","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.6","3.8","4.1","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.5","4.5","4.6","4.6","4.7","4.1","4.3","4.6","4.3","4.6","4.4","4.4","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.5","4.4",NA,"13","47","27","13","Accounting Information Systems (201730: Spring 2017)","Kelson, Norman","01","Accounting Information Systems","30686","ACCT","30","15","0","Accounting","3403","3.8","3.9","3.9","3.6","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","3.6","4.1","4.1","3.6","3.7","3.5","3.6","4.0","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","4.0","3.8","3.9","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.1","3.7","3.7","4.1","4.2","3.7","3.3","3.5","3.3","4.3","3.9","4.3","4.4","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.5","4.4","27","47",NA,"7","13","Stratgc Cost Anly for Decision (201730: Spring 2017)","Moreno, Kimberly","01","Stratgc Cost Anly for Decision","30684","ACCT","24","14","1","Accounting","3416","4.1","4.1","4.3","4.4","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.0","3.4","3.6","3.8","4.5","4.5","4.3","4.4","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.5","3.9","3.9","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.5","4.2","4.5","4.4","4.6","4.3","4.1","4.2","3.9","4.2","4.2","4.4","4.5","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.5","4.4","23","38","15","23",NA,"Stratgc Cost Anly for Decision (201730: Spring 2017)","Moreno, Kimberly","02","Stratgc Cost Anly for Decision","33914","ACCT","13","7","0","Accounting","3416","4.1","4.4","4.6","4.4","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.2","3.3","3.5","4.0","4.7","4.6","4.0","4.6","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.6","4.1","4.3","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.6","4.4","4.7","4.7","4.7","4.7","4.4","4.6","4.4","4.6","4.7","4.6","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.5","4.4",NA,NA,NA,"86",NA,"Auditing  Other Assur Srvcs (201730: Spring 2017)","Bame-Aldred, Charles","01","Auditing  Other Assur Srvcs","30348","ACCT","33","14","0","Accounting","4412","4.6","4.7","4.7","4.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.4","4.7","4.5","4.6","4.6","4.7","4.4","4.8","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.8","4.7","4.8","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.9","4.9","4.7","4.8","4.9","4.5","4.4","4.6","4.5","4.9","4.9","4.9","4.9","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4","7","7","43","29","14","Inc Tax Detrmnation  Planning (201730: Spring 2017)","Moore, Rebekah","01","Inc Tax Detrmnation  Planning","30685","ACCT","38","38","1","Accounting","4414","4.3","4.3","4.5","4.5","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.1","4.0","4.5","4.4","4.7","4.4","4.0","4.6","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.1","4.2","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.6","4.6","4.6","4.6","4.7","4.6","4.5","4.3","4.2","4.4","4.5","4.6","4.6","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.5","4.4","3","16","46","16","19","Inc Tax Detrmnation  Planning (201730: Spring 2017)","Moore, Rebekah","02","Inc Tax Detrmnation  Planning","32857","ACCT","36","35","0","Accounting","4414","4.3","4.4","4.6","4.6","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.2","3.8","4.5","4.5","4.6","4.3","4.1","4.6","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.5","4.0","4.3","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.7","4.6","4.7","4.7","4.7","4.6","4.4","4.5","4.5","4.6","4.6","4.5","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.5","4.4","3","9","43","34","11","Financl Reporting  Analysis 2 (201730: Spring 2017)","Bame-Aldred, Charles","01","Financl Reporting  Analysis 2","30683","ACCT","9","4","0","Accounting","4501","4.7","4.8","4.9","4.8","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.5","4.5","4.8","4.5","4.8","4.8","4.7","5.0","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.8","5.0","4.5","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.8","4.8","4.8","4.8","5.0","5.0","4.8","5.0","4.8","5.0","5.0","5.0","5.0","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.5","4.4",NA,NA,"50","50",NA,"Financl Reporting  Analysis 2 (201730: Spring 2017)","Bame-Aldred, Charles","02","Financl Reporting  Analysis 2","30862","ACCT","26","17","2","Accounting","4501","4.7","4.8","4.8","4.9","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.7","4.4","4.7","4.8","4.7","4.7","4.4","4.9","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.8","4.8","4.7","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.9","4.9","4.7","4.7","4.8","4.7","4.7","4.7","4.6","4.9","4.9","4.9","4.9","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.5","4.4","7","20","47","20","7","Financl Reporting  Analysis 2 (201730: Spring 2017)","O'Kelly, Peggy","03","Financl Reporting  Analysis 2","33915","ACCT","40","26","0","Accounting","4501","4.5","4.3","4.7","4.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.4","4.4","4.7","4.5","4.7","4.6","4.3","4.6","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.5","4.0","4.2","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.8","4.7","4.7","4.7","4.8","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4","8","31","19","31","12","Fin Reptg  Manag Dec Mkg 1 (201730: Spring 2017)","Moolman, Daniel","01","Fin Reptg  Manag Dec Mkg 1","31456","ACCT","25","22","0","Accounting","6200","4.2","4.1","4.6","4.4","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.5","4.3","4.6","4.4","3.9","3.8","3.9","4.1","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.3","4.0","3.9","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.5","4.4","4.7","4.7","4.6","4.2","4.5","4.5","4.5","4.7","4.4","4.6","4.9","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.5","4.4",NA,"41",NA,"14","32","Fin Reptg  Manag Dec Mkg 1 (201730: Spring 2017)","Maletta, Mario","02","Fin Reptg  Manag Dec Mkg 1","31073","ACCT","32","26","0","Accounting","6200","4.3","4.3","4.8","4.8","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.2","4.2","4.4","4.2","4.7","4.6","3.7","4.5","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.4","3.8","4.4","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.8","4.7","4.8","4.8","4.9","4.8","4.6","4.6","4.8","5.0","4.6","4.5","4.9","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.5","4.4","8","42","42","8",NA,"Fin Reptg  Manag Dec Mkg 1 (201730: Spring 2017)","Moolman, Daniel","03","Fin Reptg  Manag Dec Mkg 1","34777","ACCT","11","9","0","Accounting","6200","4.5","4.4","4.7","4.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.6","4.8","4.7","4.6","4.4","4.4","4.1","4.2","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.6","4.2","4.3","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.8","4.6","4.8","4.8","4.7","4.7","4.7","4.8","4.6","4.7","4.8","4.7","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4",NA,"67",NA,"22",NA,"Fin Reptg  Manag Dec Mkg 1 (201730: Spring 2017)","Petit, Matthew","04","Fin Reptg  Manag Dec Mkg 1","38179","ACCT","33","27","0","Accounting","6200","4.5","4.5","4.6","4.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.5","4.4","4.7","4.5","4.4","4.4","4.2","4.6","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.5","4.3","4.3","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.6","4.4","4.6","4.6","4.7","4.7","4.5","4.7","4.5","4.9","4.7","4.8","4.8","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4","4","26","37","22","11","Fin Reptg  Manag Dec Mkg 2 (201730: Spring 2017)","Williams, Christina","03","Fin Reptg  Manag Dec Mkg 2","31069","ACCT","27","10","0","Accounting","6201","4.4","4.4","4.7","4.7","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.6","4.0","4.2","4.5","4.7","4.7","4.4","4.3","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.5","4.2","4.5","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.9","4.9","4.7","4.8","4.7","4.4","4.8","4.5","4.6","4.8","4.5","4.3","5.0","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
"4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.5","4.4",NA,NA,"50","40",NA,"Strategic Cost Management (201730: Spring 2017)","Sherman, H.","01","Strategic Cost Management","31453","ACCT","24","23","0","Accounting","6226","3.9","3.8","4.4","4.4","4.3","4.2","4.5","4.5","4.1","4.2","4.4","4.4","4.1","3.8","3.8","4.2","4.0","4.0","3.8","3.8","4.2","4.0","4.4","4.4","4.3","4.3","4.1","4.4","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","4.0","3.5","3.9","4.4","4.4","3.9","4.1","4.2","4.3","4.0","4.1","4.5","4.3","4.5","4.6","4.7","4.1","4.0","4.0","4.3","4.7","4.4","4.6","4.7","4.6","4.4","4.5","4.6","4.7","4.5","4.3","4.4","4.4","4.7","4.5","4.5","4.6","4.4","4.3","4.4","4.4","4.5","4.3","4.2"
