"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106"
"77","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","01","Lab for CS 2800","30030","CS","55","23","6","Computer Science","2801","4.2","4.2","4.4","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","4.1","4.2","4.4","4.5","4.4","4.3","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.2","4.0","4.1","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.3","4.3","4.3","4.5","4.3","4.4","4.3","4.2","4.4","4.4","4.4","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4",NA,"65",NA,"6","24"
"78","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","02","Lab for CS 2800","30006","CS","44","15","2","Computer Science","2801","4.1","3.1","3.9","3.9","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.5","4.3","4.4","4.2","3.8","3.8","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.4","3.8","2.4","2.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.8","3.8","4.0","3.8","3.8","4.0","4.0","3.8","4.0","4.3","4.0","4.3","4.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","83","8",NA,NA,"8"
"79","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","03","Lab for CS 2800","30005","CS","49","17","3","Computer Science","2801","4.3","4.3","4.1","3.8","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.3","4.3","4.3","4.6","4.3","4.2","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.4","4.3","4.1","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.1","4.1","4.1","4.1","3.8","4.0","4.1","4.1","4.4","4.3","4.3","3.9","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","50","29","21",NA,NA
"80","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","04","Lab for CS 2800","30004","CS","43","18","5","Computer Science","2801","3.9","4.0","4.3","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.7","3.9","3.9","3.9","4.0","3.7","3.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.1","3.9","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4",NA,NA,NA,"75",NA
"81","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","05","Lab for CS 2800","30922","CS","38","13","3","Computer Science","2801","4.0","3.8","4.1","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.0","4.2","4.1","3.8","3.7","3.9","4.4","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","3.3","3.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.0","4.0","4.1","4.1","4.1","4.0","4.1","4.0","4.0","4.0","4.2","4.1","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4",NA,"20","50","20",NA
"82","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","06","Lab for CS 2800","30926","CS","28","8","4","Computer Science","2801","4.2","4.3","4.7","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.5","3.5","4.0","4.3","4.3","4.5","4.3","4.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","5.0","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","5.0","4.3","4.0","4.7","5.0","5.0","5.0","5.0","4.0","4.3","5.0","5.0","5.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","75","25",NA,NA,NA
"83","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","07","Lab for CS 2800","30919","CS","53","17","4","Computer Science","2801","3.5","3.6","3.9","3.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.4","3.4","3.8","3.5","3.3","3.3","3.4","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.5","3.8","3.5","3.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.5","3.5","4.1","4.3","3.4","3.6","4.3","3.6","4.1","3.7","4.0","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.1","4.2","4.4","83","17",NA,NA,NA
"84","Lab for CS 2800 (201730: Spring 2017)","Manolios, Pete","08","Lab for CS 2800","30923","CS","39","17","4","Computer Science","2801","3.7","3.7","3.7","3.8","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.5","3.2","3.5","4.0","3.8","3.9","3.9","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.6","3.9","3.4","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.7","3.6","3.6","4.1","3.9","3.8","3.4","3.7","3.2","3.6","3.7","4.0","3.9","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","67","17","8","8",NA
"85","Database Design (201730: Spring 2017)","Durant, Kathleen","01","Database Design","30547","CS","68","38","1","Computer Science","3200","3.7","3.9","4.2","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.9","4.0","4.5","3.1","3.2","3.5","3.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.2","3.4","3.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.8","4.3","4.4","4.3","3.7","4.2","4.4","3.6","4.5","4.1","4.4","4.4","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","11","41","32","16",NA
"86","Database Design (201730: Spring 2017)","Durant, Kathleen","02","Database Design","37437","CS","51","20","1","Computer Science","3200","4.1","4.0","4.3","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","4.0","4.4","4.6","3.4","3.8","4.1","3.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.4","3.8","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.2","3.8","4.5","4.4","4.4","4.2","4.4","4.2","3.8","4.7","4.1","4.4","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","26","47",NA,"16",NA
"87","Object-Oriented Design (201730: Spring 2017)","Shesh, Amit","01","Object-Oriented Design","30564","CS","36","25","0","Computer Science","3500","4.3","4.3","4.6","4.6","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.5","4.3","4.7","4.1","4.0","4.0","4.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.6","3.5","4.1","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.8","4.6","4.7","4.8","4.8","4.6","4.4","4.2","4.4","4.8","4.6","4.6","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4",NA,NA,NA,"64",NA
"88","Object-Oriented Design (201730: Spring 2017)","Shesh, Amit","02","Object-Oriented Design","35730","CS","56","31","0","Computer Science","3500","4.2","4.2","4.6","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","3.7","4.2","4.6","4.2","4.1","4.0","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.6","4.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.7","4.7","4.7","4.8","4.5","4.4","4.2","4.5","4.7","4.5","4.6","4.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4",NA,"6","23","23","48"
"89","Programming in C++ (201730: Spring 2017)","Baclawski, Kenneth","01","Programming in C++","37438","CS","30","11","1","Computer Science","3520","3.8","4.1","4.3","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","2.8","4.5","4.8","3.4","4.0","4.2","3.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.4","3.6","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.3","4.3","4.5","4.6","4.2","4.1","4.3","3.7","4.6","4.2","4.3","4.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","30","30","40",NA,NA
"90","Game Programming (201730: Spring 2017)","Brown, Nicholas","01","Game Programming","33634","CS","25","10","0","Computer Science","3540","3.5","3.7","3.8","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.4","3.5","3.7","4.6","3.2","3.2","3.3","3.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.7","3.5","3.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.2","4.0","4.2","3.9","3.6","3.1","3.4","3.6","3.7","4.1","3.9","4.2","3.9","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","30","40","10","10","10"
"91","Computer Systems (201730: Spring 2017)","Tuck, Nathaniel","01","Computer Systems","34683","CS","81","56","1","Computer Science","3650","4.1","4.1","4.4","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.1","4.2","4.8","4.0","4.1","4.1","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.4","3.5","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.3","4.3","4.4","4.5","4.3","4.1","4.4","4.2","4.5","4.4","4.5","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4",NA,"5","24","35","36"
"92","Networks  Distributed Systems (201730: Spring 2017)","Desnoyers, Peter","01","Networks  Distributed Systems","34684","CS","79","34","0","Computer Science","3700","3.5","3.4","3.3","3.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.4","3.4","3.7","4.2","3.0","3.1","3.5","3.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.6","3.4","3.2","3.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.5","2.9","3.4","3.0","2.6","3.0","2.6","3.7","2.6","4.2","3.5","4.3","3.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.2","4.2","4.4","3","35","29","24","9"
"93","Theory of Computation (201730: Spring 2017)","Gold, Kevin","01","Theory of Computation","30563","CS","89","40","0","Computer Science","3800","4.3","4.4","4.6","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.4","4.7","4.5","4.4","4.3","4.1","4.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.2","4.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.5","4.6","4.8","4.8","4.7","4.4","4.5","4.5","4.7","4.5","4.6","4.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","3","18","40","28","13"
"94","Artificial Intelligence (201730: Spring 2017)","Wallace, Byron","01","Artificial Intelligence","30315","CS","25","14","0","Computer Science","4100","4.5","4.6","4.9","5.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.5","3.5","4.5","4.9","4.7","4.7","4.2","5.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.9","4.9","4.0","4.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","5.0","4.9","4.9","5.0","5.0","5.0","4.8","4.9","4.9","5.0","4.9","4.9","5.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4",NA,"14","57","14","14"
"95","Natural Language Processing (201730: Spring 2017)","Smith, David","01","Natural Language Processing","34992","CS","8","3","0","Computer Science","4120","3.9","3.4","3.2","3.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.3","3.5","4.0","4.7","3.3","4.0","3.5","4.7","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.0","3.0","4.0","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.3","3.0","3.0","4.0","4.7","3.3","1.7","2.0","2.0","3.0","2.3","4.0","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.0","4.2","4.4",NA,"33",NA,"67",NA
"96","Game Artificial Intelligence (201730: Spring 2017)","Seif El-Nasr, Magy","01","Game Artificial Intelligence","35735","CS","14","6","0","Computer Science","4150","3.9","4.1","4.0","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","3.8","4.0","4.5","3.3","3.7","4.2","4.2","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.8","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.2","3.7","4.0","4.3","4.0","3.8","3.8","4.3","3.8","4.2","4.0","4.2","4.2","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,NA,"50",NA,"33"
"97","Computer Graphics (201730: Spring 2017)","Brown, Nicholas","01","Computer Graphics","30843","CS","43","22","0","Computer Science","4300","3.9","4.2","4.3","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.3","4.4","4.7","3.3","3.5","3.8","3.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","4.0","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.1","4.4","4.2","4.0","3.7","4.1","4.4","4.4","4.7","4.2","4.6","4.4","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","5","45","36","5","9"
"98","Programming Languages (201730: Spring 2017)","Barzilay, Eliyahu","01","Programming Languages","30544","CS","62","25","1","Computer Science","4400","4.3","4.1","4.4","4.6","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.6","4.5","4.6","4.4","4.1","4.4","4.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.3","3.6","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.6","4.5","4.6","4.6","4.8","4.5","4.3","4.4","4.5","4.5","4.1","3.7","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4","4","42","29","17","8"
"99","Compilers (201730: Spring 2017)","Lerner, Benjamin","01","Compilers","35723","CS","20","10","0","Computer Science","4410","4.7","4.6","4.8","5.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.4","3.3","4.9","5.0","4.7","4.8","4.4","4.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.9","4.9","4.0","4.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.8","5.0","4.9","4.6","4.8","4.7","4.3","4.6","4.9","4.9","4.9","4.8","5.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4",NA,NA,"10","20","70"
"100","Software Development (201730: Spring 2017)","Weintraub, Michael","01","Software Development","30543","CS","60","25","2","Computer Science","4500","3.7","3.7","4.2","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.5","3.0","4.0","4.1","3.7","3.7","3.7","3.4","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.4","3.7","3.9","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.1","4.2","4.3","4.4","4.1","4.0","4.3","3.7","4.5","4.1","4.4","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","4","13","61","13","9"
"101","Software Development (201730: Spring 2017)","Weintraub, Michael","02","Software Development","35721","CS","60","15","0","Computer Science","4500","3.5","3.9","4.0","3.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.4","3.7","4.3","3.1","3.1","3.2","3.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","4.0","3.8","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","3.8","3.9","4.1","4.3","3.8","3.5","3.9","3.5","3.9","4.1","4.2","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","7","14","43","29","7"
"102","Mobile Application Development (201730: Spring 2017)","Intille, Stephen","01","Mobile Application Development","33183","CS","15","11","0","Computer Science","4520","4.1","4.6","4.3","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.1","4.2","4.2","4.4","3.3","3.9","3.9","4.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.6","4.5","4.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.5","4.5","4.3","4.5","3.8","4.2","4.1","3.8","4.4","4.3","4.2","4.5","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,NA,"73","18",NA
"103","Web Development (201730: Spring 2017)","Annunziato, Jose","01","Web Development","30193","CS","12","4","1","Computer Science","4550","4.2","4.0","4.2","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","0.0","4.0","4.7","4.3","3.0","4.7","3.7","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.3","3.7","3.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","3.3","4.7","4.7","4.7","4.3","3.3","4.3","4.0","4.3","3.7","4.3","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4",NA,"33","33","33",NA
"104","Web Development (201730: Spring 2017)","Annunziato, Jose","02","Web Development","37439","CS","15","7","1","Computer Science","4550","4.5","4.5","4.6","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.5","5.0","4.5","4.8","4.2","4.2","4.6","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.7","3.8","4.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.7","4.7","4.8","4.8","4.2","4.2","4.5","4.7","4.8","4.7","4.7","4.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4",NA,NA,NA,"50","33"
"105","Network Fundamentals (201730: Spring 2017)","Choffnes, David","01","Network Fundamentals","30194","CS","15","8","0","Computer Science","4700","4.6","4.6","4.8","4.9","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.4","4.6","4.3","4.8","4.8","4.5","4.6","4.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.6","4.6","4.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.9","4.9","4.9","4.9","4.9","4.9","4.8","4.8","4.9","4.8","4.7","4.7","4.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.2","4.4",NA,NA,"25","38","25"
"106","Network Security (201730: Spring 2017)","Noubir, Guevara","01","Network Security","31616","CS","11","5","0","Computer Science","4740","4.2","4.3","4.2","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.0","4.8","4.6","3.4","4.0","3.8","4.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.6","3.7","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.2","4.0","4.6","4.6","4.6","4.2","3.8","4.4","4.2","4.6","3.8","4.0","4.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,NA,NA,NA,"80"
"107","Cryptography (201730: Spring 2017)","Oprea, Alina","01","Cryptography","37440","CS","7","2","0","Computer Science","4770","4.6","4.9","4.9","5.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","3.5","4.5","5.0","5.0","5.0","4.5","5.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","5.0","5.0","4.5","5.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4.5","5.0","5.0","5.0","4.5","5.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4",NA,NA,"100",NA,NA
