"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106"
"32","Recitation for CS 1800 (201730: Spring 2017)","Gold, Kevin","03","Recitation for CS 1800","34354","CS","33","20","4","Computer Science","1801","3.6","3.4","3.8","3.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","4.1","3.6","3.8","3.4","3.2","3.3","3.9","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.5","3.6","3.2","3.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.6","3.3","3.9","4.2","3.9","3.8","3.9","3.9","3.3","4.2","3.8","3.8","3.9","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.4","4.2","4.4","75","13","6","6",NA
"33","Recitation for CS 1800 (201730: Spring 2017)","Gold, Kevin","04","Recitation for CS 1800","34671","CS","34","11","1","Computer Science","1801","4.4","4.3","4.7","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.1","4.4","4.3","4.5","4.7","4.2","4.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.0","4.1","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.7","4.9","4.9","4.9","4.7","4.7","4.7","4.3","4.9","4.9","4.9","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","13","38","13","38",NA
"34","Recitation for CS 1800 (201730: Spring 2017)","Gold, Kevin","05","Recitation for CS 1800","34672","CS","30","11","1","Computer Science","1801","3.8","3.8","3.9","3.9","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.7","3.8","3.7","3.7","3.6","3.8","4.0","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","3.8","3.6","3.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.8","3.8","4.0","3.9","3.9","3.5","3.6","4.0","3.7","4.0","4.0","4.0","4.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","40",NA,NA,"10","40"
"35","Recitation for CS 1800 (201730: Spring 2017)","Amor-Tijani, Ghita","06","Recitation for CS 1800","34673","CS","19","7","0","Computer Science","1801","3.4","3.5","3.6","3.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","3.7","3.7","3.7","3.1","3.0","3.7","3.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.3","3.6","3.5","3.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.3","3.2","3.8","3.8","3.5","3.0","3.3","3.8","2.8","4.3","3.8","4.0","3.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.3","4.2","4.4","71","14",NA,NA,"14"
"36","Fundamentals of Computer Sci 1 (201730: Spring 2017)","Shivers III, Olin","01","Fundamentals of Computer Sci 1","30414","CS","68","33","1","Computer Science","2500","4.3","4.3","4.7","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.8","4.2","4.5","4.7","4.5","4.2","4.7","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.5","3.7","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.8","4.8","4.7","4.7","4.8","4.6","4.4","4.3","4.6","4.6","4.7","4.5","4.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4",NA,"34",NA,"25","28"
"37","Fundamentals of Computer Sci 1 (201730: Spring 2017)","Shivers III, Olin","02","Fundamentals of Computer Sci 1","33633","CS","66","35","0","Computer Science","2500","4.2","4.2","4.6","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.7","4.2","4.5","4.4","4.2","4.2","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.5","3.8","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.6","4.7","4.7","4.7","4.6","4.3","4.3","4.7","4.7","4.7","4.5","4.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4",NA,"35",NA,"26","21"
"38","Fundamentals of Computer Sci 1 (201730: Spring 2017)","Tuck, Nathaniel","03","Fundamentals of Computer Sci 1","35013","CS","58","33","1","Computer Science","2500","4.0","4.2","4.3","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.6","3.8","4.6","3.9","3.7","4.0","4.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","3.6","4.3","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.5","4.5","4.3","4.3","4.6","4.3","3.9","4.0","4.2","4.6","4.0","3.9","4.4","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4",NA,"6","44","9","41"
"39","Fundamentals of Computer Sci 1 (201730: Spring 2017)","Tuck, Nathaniel","04","Fundamentals of Computer Sci 1","37433","CS","27","18","0","Computer Science","2500","4.4","4.4","4.5","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.6","4.4","4.3","4.2","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.6","4.2","4.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.7","4.6","4.6","4.6","4.6","4.6","4.3","4.4","4.4","4.6","4.3","4.4","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4",NA,"6","44","38","13"
"40","Lab for CS 2500 (201730: Spring 2017)","MacKenzie, Rebecca","01","Lab for CS 2500","30413","CS","47","25","2","Computer Science","2501","4.3","4.3","4.1","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.0","4.2","4.4","4.2","4.3","4.4","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","4.1","4.1","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","4.1","4.0","4.1","4.1","4.2","4.1","3.9","4.0","4.1","4.2","4.3","4.2","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,"22","39","22",NA
"41","Lab for CS 2500 (201730: Spring 2017)","MacKenzie, Rebecca","02","Lab for CS 2500","32343","CS","40","19","2","Computer Science","2501","4.1","4.1","4.1","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.9","4.0","4.4","4.0","4.1","4.0","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.8","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.1","4.1","4.1","4.0","4.2","4.0","4.1","3.9","4.0","4.2","4.1","4.3","4.2","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4",NA,NA,"20","47","20"
"42","Lab for CS 2500 (201730: Spring 2017)","MacKenzie, Rebecca","03","Lab for CS 2500","33425","CS","50","19","5","Computer Science","2501","4.0","4.0","3.8","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","3.9","4.2","4.3","3.7","4.1","3.9","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","3.9","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.8","3.8","3.8","3.8","3.8","3.5","3.6","3.8","3.8","4.0","4.0","4.1","3.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4","50","14","14","21",NA
"43","Lab for CS 2500 (201730: Spring 2017)","MacKenzie, Rebecca","04","Lab for CS 2500","34674","CS","44","20","1","Computer Science","2501","4.1","3.9","4.1","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.5","4.1","4.7","4.1","4.2","4.1","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","3.6","3.8","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.0","4.1","4.1","4.1","4.0","4.0","3.7","3.9","4.3","4.1","4.5","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4",NA,NA,"50","11","28"
"44","Lab for CS 2500 (201730: Spring 2017)","MacKenzie, Rebecca","05","Lab for CS 2500","38247","CS","28","11","0","Computer Science","2501","4.5","4.6","4.8","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.5","4.5","4.3","4.7","4.5","4.6","4.5","4.8","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.7","4.6","4.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.6","4.7","4.8","4.9","4.8","4.6","4.8","4.6","4.7","4.8","5.0","4.8","4.9","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","20",NA,"20","30","30"
"45","Lab for CS 2500 (201730: Spring 2017)","MacKenzie, Rebecca","06","Lab for CS 2500","38248","CS","10","4","1","Computer Science","2501","3.9","3.8","4.1","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","4.0","4.3","4.5","3.0","3.3","4.7","3.7","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.0","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","4.3","4.0","4.3","4.3","4.0","4.0","3.7","4.0","4.3","4.0","4.3","4.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","67",NA,"33",NA,NA
"46","Fundamentals of Computer Sci 2 (201730: Spring 2017)","Razzaq, Leena","01","Fundamentals of Computer Sci 2","30361","CS","72","37","2","Computer Science","2510","3.9","4.0","4.1","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","4.1","4.2","4.4","3.4","3.4","3.7","4.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","3.3","3.5","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.1","4.1","4.4","4.4","4.1","3.6","4.0","3.7","4.5","3.9","4.0","3.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","3","6","20","31","40"
"47","Fundamentals of Computer Sci 2 (201730: Spring 2017)","Razzaq, Leena","02","Fundamentals of Computer Sci 2","30360","CS","71","40","1","Computer Science","2510","4.0","4.0","4.1","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.8","4.2","4.6","3.7","3.6","3.6","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.4","3.4","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.3","4.1","4.1","4.3","4.5","4.2","4.0","4.2","3.7","4.5","4.0","4.2","3.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4","3","8","33","31","26"
"48","Fundamentals of Computer Sci 2 (201730: Spring 2017)","Lerner, Benjamin","03","Fundamentals of Computer Sci 2","32084","CS","86","53","0","Computer Science","2510","4.5","4.6","4.8","4.8","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.1","3.9","4.6","4.8","4.7","4.5","4.0","4.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.8","4.9","3.9","4.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.8","4.8","4.8","4.8","4.9","4.8","4.6","4.6","4.8","4.8","4.7","4.8","4.9","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,"13","25","34","28"
"49","Fundamentals of Computer Sci 2 (201730: Spring 2017)","Freifeld, Clark","04","Fundamentals of Computer Sci 2","34197","CS","71","45","1","Computer Science","2510","4.0","4.3","4.1","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","4.0","4.1","4.5","3.7","3.5","4.0","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.6","3.6","4.2","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.9","3.8","4.3","4.4","4.2","4.1","3.8","4.1","3.7","4.6","3.7","4.3","4.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","2","9","27","30","32"
"50","Fundamentals of Computer Sci 2 (201730: Spring 2017)","Freifeld, Clark","05","Fundamentals of Computer Sci 2","36430","CS","56","36","3","Computer Science","2510","4.1","4.2","4.2","4.1","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.0","4.2","4.4","3.8","3.6","3.9","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","3.7","4.0","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","3.8","4.4","4.5","4.4","4.1","4.0","4.1","3.7","4.6","4.1","4.5","4.1","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4",NA,"3","24","48","24"
"51","Fundamentals of Computer Sci 2 (201730: Spring 2017)","Naji, Nada","06","Fundamentals of Computer Sci 2","37434","CS","49","36","3","Computer Science","2510","3.9","4.1","4.0","4.0","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.7","4.3","4.3","3.5","3.4","3.6","4.5","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.4","3.5","3.7","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","3.9","4.0","4.1","4.3","3.8","3.8","4.1","3.6","4.2","4.2","4.2","4.1","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4",NA,"10","26","35","29"
"52","Lab for CS 2510 (201730: Spring 2017)","Lerner, Benjamin","01","Lab for CS 2510","30346","CS","44","21","7","Computer Science","2511","4.4","4.2","4.7","4.9","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.6","4.0","4.5","4.6","4.5","4.5","4.4","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.2","4.0","4.1","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.8","4.8","4.7","4.7","4.8","4.6","4.4","4.7","4.8","4.7","4.8","4.7","4.8","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.2","4.4","86","7",NA,NA,"7"
"53","Lab for CS 2510 (201730: Spring 2017)","MacKenzie, Rebecca","01","Lab for CS 2510","30346","CS","44","21","7","Computer Science","2511","4.4","4.2","4.6","4.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.6","4.0","4.5","4.6","4.5","4.5","4.4","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.2","4.0","4.1","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.5","4.5","4.6","4.6","4.5","4.5","4.5","4.6","4.7","4.6","4.7","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","86","7",NA,NA,"7"
"54","Lab for CS 2510 (201730: Spring 2017)","Lerner, Benjamin","02","Lab for CS 2510","30844","CS","42","17","2","Computer Science","2511","4.3","4.1","4.9","4.7","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.5","4.3","4.4","4.8","4.1","4.4","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.4","3.8","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","5.0","5.0","5.0","4.9","4.9","4.7","4.6","4.8","5.0","5.0","4.9","5.0","5.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","80","7",NA,NA,"13"
"55","Lab for CS 2510 (201730: Spring 2017)","MacKenzie, Rebecca","02","Lab for CS 2510","30844","CS","42","17","2","Computer Science","2511","4.3","4.1","4.5","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","4.3","4.5","4.3","4.4","4.8","4.1","4.4","4.1","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.4","3.8","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.3","4.6","4.4","4.3","4.4","4.4","4.4","4.4","4.4","4.7","4.6","4.6","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","80","7",NA,NA,"13"
"56","Lab for CS 2510 (201730: Spring 2017)","Razzaq, Leena","03","Lab for CS 2510","30345","CS","53","21","3","Computer Science","2511","4.0","3.6","4.3","4.3","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.5","3.9","4.1","4.4","3.8","4.0","3.9","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.9","3.1","3.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.4","4.4","4.4","4.7","4.4","4.3","4.3","4.0","4.3","4.3","4.3","4.3","4.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","50","17","6","22","6"
"57","Lab for CS 2510 (201730: Spring 2017)","MacKenzie, Rebecca","03","Lab for CS 2510","30345","CS","53","21","3","Computer Science","2511","4.0","3.6","4.5","4.4","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.5","3.9","4.1","4.4","3.8","4.0","3.9","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.9","3.1","3.4","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.8","4.5","4.5","4.5","4.5","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","50","17","6","22","6"
"58","Lab for CS 2510 (201730: Spring 2017)","Razzaq, Leena","04","Lab for CS 2510","30344","CS","37","12","3","Computer Science","2511","3.5","3.6","3.0","3.6","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.4","3.8","3.4","3.3","3.4","3.5","3.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","3.6","3.5","3.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.2","3.0","3.2","3.0","3.2","3.0","3.2","3.0","2.8","2.8","3.0","3.2","3.0","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.2","4.4","44","11","11","11","22"
"59","Lab for CS 2510 (201730: Spring 2017)","MacKenzie, Rebecca","04","Lab for CS 2510","30344","CS","37","12","3","Computer Science","2511","3.5","3.6","3.3","3.5","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.6","3.4","3.8","3.4","3.3","3.4","3.5","3.6","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.7","3.6","3.5","3.6","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.5","3.3","3.2","3.5","3.3","3.2","3.3","3.5","3.0","3.3","3.2","3.5","3.3","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.5","4.2","4.4","44","11","11","11","22"
"60","Lab for CS 2510 (201730: Spring 2017)","Razzaq, Leena","05","Lab for CS 2510","32085","CS","54","20","3","Computer Science","2511","4.0","4.0","3.9","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","4.0","4.1","4.3","3.8","3.9","4.2","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.2","3.9","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","4.0","3.8","3.9","4.1","4.0","3.8","3.9","3.9","3.9","4.0","3.8","3.9","3.7","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,"53","12","12","18"
"61","Lab for CS 2510 (201730: Spring 2017)","MacKenzie, Rebecca","05","Lab for CS 2510","32085","CS","54","20","3","Computer Science","2511","4.0","4.0","4.0","4.2","4.0","4.0","4.2","4.2","4.1","4.2","4.4","4.4","3.7","4.0","4.1","4.3","3.8","3.9","4.2","4.3","3.9","3.7","4.1","4.3","3.9","3.9","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.2","3.9","3.9","4.1","4.2","3.7","3.9","4.2","4.3","4.0","4.1","3.9","4.0","4.1","4.0","3.9","3.8","3.9","4.0","3.9","3.6","4.2","4.2","4.2","4.3","4.1","4.2","4.3","4.3","4.1","4.0","4.2","4.0","4.4","4.2","4.3","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,"53","12","12","18"
